"lsd","lat","lng"
"01-08-011-19W3",49.8895,-108.556
"13-36-007-11W2",49.6081,-103.381
"05-29-005-07W2",49.4118,-102.9229
"07-06-048-21W3",53.109,-109.0619
"07-30-001-01W2",49.0635,-102.1268
"06-07-001-04W2",49.0193,-102.5352
"10-27-003-04W2",49.241,-102.4634
"03-20-011-07W2",49.9181,-102.9314
"13-03-010-02W2",49.7975,-102.2066
"07-19-002-33W1",49.1375,-101.8858
"13-06-048-22W3",53.1161,-109.2203
"11-02-003-01W2",49.1827,-102.0428
"08-20-048-25W3",53.1525,-109.6165
"06-29-048-25W3",53.1671,-109.6285
"02-29-048-25W3",53.1635,-109.6225
"01-21-048-25W3",53.1488,-109.5921
"07-32-042-25W3",52.6586,-109.5616
"07-31-011-19W3",49.9513,-108.5844
"09-36-001-34W1",49.0822,-101.9023
"09-25-003-05W2",49.2409,-102.5476
"13-20-052-25W3",53.5099,-109.6643
"01-18-040-22W3",52.4368,-109.1486
"08-03-035-26W3",51.9743,-109.6247
"15-04-007-13W2",49.5355,-103.7087
"11-10-009-33W1",49.7324,-101.8865
"01-15-005-32W1",49.3866,-101.7119
"04-14-031-23W3",51.6505,-109.167
"07-24-001-32W1",49.0493,-101.6392
"04-15-007-13W2",49.5537,-103.6972
"01-32-006-08W2",49.51,-103.0409
"01-28-049-23W3",53.2508,-109.2998
"03-36-051-26W3",53.4409,-109.7074
"14-02-052-25W3",53.4664,-109.5846
"13-24-005-08W2",49.4044,-102.9678
"13-17-004-05W2",49.3027,-102.6539
"04-09-049-23W3",53.2071,-109.3178
"09-05-004-20W3",49.2709,-108.6544
"04-01-036-28W3",52.0581,-109.8803
"03-18-007-12W2",49.5537,-103.6239
"05-31-051-27W3",53.4444,-109.9838
"03-12-002-19W2",49.1033,-104.424
"11-15-009-33W1",49.7471,-101.8866
"07-03-004-31W1",49.2721,-101.5817
"04-31-031-23W3",51.6942,-109.2616
"16-05-035-26W3",51.9816,-109.6723
"11-29-035-26W3",52.0362,-109.6841
"05-22-044-23W3",52.8039,-109.2668
"04-22-018-17W3",50.5303,-108.2702
"10-15-031-23W3",51.6577,-109.179
"15-29-005-31W1",49.427,-101.6272
"07-27-006-01W2",49.4993,-102.0597
"01-28-008-03W2",49.6701,-102.348
"07-28-018-17W3",50.5485,-108.2818
"16-36-035-28W3",52.0543,-109.8626
"13-01-004-33W1",49.2792,-101.8187
"02-20-048-25W3",53.1489,-109.6225
"13-29-047-23W3",53.0871,-109.3422
"13-34-048-19W3",53.1888,-108.7073
"14-08-036-25W3",52.0833,-109.5412
"06-29-050-22W3",53.3417,-109.19
"03-27-045-27W3",52.9022,-109.8412
"15-15-012-06W2",50.0017,-102.7428
"09-16-004-06W2",49.299,-102.7494
"08-33-006-13W2",49.5136,-103.6909
"03-11-011-07W2",49.8886,-102.8614
"05-28-009-01W2",49.7611,-102.0938
"15-30-048-20W3",53.1744,-108.9146
"14-34-050-22W3",53.3637,-109.1413
"02-14-051-23W3",53.397,-109.2834
"10-15-049-23W3",53.229,-109.2814
"16-32-005-13W2",49.4335,-103.7133
"05-36-006-11W2",49.5137,-103.3713
"12-33-006-08W2",49.5172,-103.0351
"06-01-007-34W1",49.5351,-101.9774
"03-22-032-24W3",51.7524,-109.3266
"04-11-048-23W3",53.1197,-109.2692
"12-12-048-23W3",53.127,-109.2447
"04-28-035-26W3",52.029,-109.6661
"05-10-038-24W3",52.2508,-109.3567
"13-34-034-26W3",51.9671,-109.6161
"06-03-015-19W3",50.2282,-108.5398
"04-35-007-05W2",49.5972,-102.5905
"05-10-049-22W3",53.2107,-109.1472
"08-28-048-22W3",53.1671,-109.1536
"13-26-007-14W2",49.5937,-103.81
"01-21-003-04W2",49.219,-102.4803
"03-07-004-33W1",49.2816,-101.926
"13-04-004-33W1",49.2782,-101.8864
"15-26-049-26W3",53.2615,-109.6957
"01-13-048-22W3",53.1344,-109.0804
"13-05-048-21W3",53.1162,-109.0495
"11-18-016-16W3",50.3483,-108.196
"04-10-031-21W3",51.6358,-108.907
"04-13-033-24W3",51.8252,-109.2852
"12-21-031-23W3",51.6722,-109.2143
"07-14-015-19W3",50.2574,-108.5111
"08-36-048-24W3",53.1816,-109.3728
"01-27-002-34W1",49.1487,-101.9473
"03-25-049-23W3",53.2508,-109.2387
"03-06-050-23W3",53.2798,-109.3604
"10-13-006-11W2",49.4738,-103.3602
"07-10-051-22W3",53.386,-109.1605
"02-12-049-23W3",53.2071,-109.2326
"03-13-046-26W3",52.9602,-109.6476
"15-11-049-23W3",53.2179,-109.2571
"02-33-006-09W2",49.51,-103.1586
"09-07-038-24W3",52.2544,-109.4105
"04-13-048-25W3",53.1343,-109.5369
"09-16-002-33W1",49.1264,-101.8352
"15-32-005-12W2",49.4335,-103.5844
"12-33-014-01W2",50.2168,-102.0943
"14-21-035-28W3",52.0252,-109.946
"04-16-036-25W3",52.0871,-109.5232
"04-14-050-22W3",53.3089,-109.1229
"04-14-032-25W3",51.7378,-109.4506
"06-28-003-04W2",49.2373,-102.4914
"07-27-049-25W3",53.2544,-109.5738
"12-24-048-21W3",53.1561,-108.9511
"09-25-004-19W2",49.3281,-104.4306
"03-05-034-27W3",51.8835,-109.7995
"08-07-008-02W2",49.6299,-102.2578
"08-28-008-11W2",49.6738,-103.432
"04-19-046-23W3",52.9749,-109.3394
"01-28-002-14W2",49.1472,-103.8124
"15-19-006-10W2",49.4919,-103.3378
"12-14-031-26W3",51.6578,-109.5924
"05-07-006-11W2",49.4554,-103.4833
"04-01-010-09W2",49.7866,-103.11
"03-25-006-09W2",49.4955,-103.0967
"05-02-036-28W3",52.0617,-109.9042
"06-28-035-28W3",52.0326,-109.946
"06-03-003-33W1",49.1828,-101.858
"06-28-013-11W2",50.1111,-103.4536
"14-20-032-24W3",51.7632,-109.3739
"14-07-030-28W3",51.5603,-109.9329
"04-25-032-23W3",51.767,-109.1434
"05-34-007-11W2",49.6009,-103.4262
"04-06-029-25W3",51.4476,-109.5168
"16-32-009-08W2",49.7828,-103.0482
"02-25-005-11W2",49.4082,-103.3602
"05-03-031-27W3",51.6251,-109.758
"08-23-006-01W2",49.4846,-102.0317
"09-15-029-29W3",51.4835,-109.9917
"09-27-004-05W2",49.3282,-102.5925
"06-05-006-11W2",49.441,-103.4554
"13-35-014-01W2",50.2202,-102.0488
"12-18-006-05W2",49.4738,-102.6765
"01-20-036-28W3",52.1017,-109.958
"05-13-033-24W3",51.8288,-109.2852
"15-25-034-27W3",51.9526,-109.6989
"11-06-036-27W3",52.0653,-109.8506
"08-22-032-24W3",51.756,-109.3149
"14-21-035-26W3",52.0252,-109.6602
"08-28-035-26W3",52.0326,-109.6485
"05-33-003-02W2",49.2517,-102.2279
"11-31-006-08W2",49.5172,-103.0744
"03-14-009-06W2",49.7283,-102.7205
"11-13-052-25W3",53.4919,-109.56
"12-19-048-20W3",53.1561,-108.9266
"11-04-040-26W3",52.415,-109.6873
"05-24-004-02W2",49.31,-102.1605
"05-33-006-15W2",49.5137,-103.9766
"01-14-050-28W3",53.3089,-109.9823
"15-10-048-25W3",53.1306,-109.5737
"15-01-048-22W3",53.1161,-109.0864
"16-04-014-32W1",50.1649,-101.7943
"02-15-003-33W1",49.2088,-101.8525
"05-10-052-23W3",53.4734,-109.3199
"05-30-007-01W2",49.5863,-102.139
"15-06-036-27W3",52.069,-109.8448
"09-26-004-32W1",49.3348,-101.6893
"12-02-015-01W2",50.2312,-102.0491
"14-32-030-23W3",51.6182,-109.2062
"08-02-008-03W2",49.6154,-102.303
"04-21-031-23W3",51.665,-109.2143
"02-25-031-24W3",51.6797,-109.2735
"05-23-032-24W3",51.756,-109.3088
"08-01-007-11W2",49.5281,-103.3643
"02-13-006-11W2",49.4665,-103.3602
"04-13-008-08W2",49.641,-102.9745
"14-06-031-27W3",51.6325,-109.8233
"12-07-049-23W3",53.2143,-109.3665
"15-07-049-22W3",53.2179,-109.2083
"02-13-052-25W3",53.4847,-109.554
"01-19-044-26W3",52.8002,-109.7565
"16-23-048-24W3",53.1597,-109.3971
"02-06-039-26W3",52.3202,-109.7291
"16-26-048-24W3",53.1744,-109.3971
"15-18-048-21W3",53.1453,-109.062
"08-09-038-24W3",52.2508,-109.3629
"06-10-038-24W3",52.2508,-109.3509
"02-20-050-19W3",53.3235,-108.7438
"13-06-049-23W3",53.2035,-109.3665
"09-09-004-31W1",49.2905,-101.5987
"04-25-052-25W3",53.5138,-109.5661
"06-14-048-23W3",53.138,-109.263
"15-27-045-23W3",52.9131,-109.255
"11-11-048-23W3",53.127,-109.2631
"04-20-047-26W3",53.0615,-109.7809
"11-23-049-24W3",53.2434,-109.4093
"02-06-051-27W3",53.3677,-109.9716
"08-31-052-26W3",53.5317,-109.8182
"11-33-002-34W1",49.1705,-101.9808
"07-33-006-15W2",49.5137,-103.9655
"02-10-034-28W3",51.8979,-109.8883
"10-03-031-21W3",51.6286,-108.8954
"06-31-030-23W3",51.6113,-109.2296
"11-18-005-03W2",49.3864,-102.4017
"12-12-031-25W3",51.6431,-109.4269
"08-12-050-26W3",53.2979,-109.6653
"11-19-050-25W3",53.3306,-109.653
"07-32-050-25W3",53.3562,-109.6225
"07-14-049-25W3",53.2254,-109.5494
"04-31-050-24W3",53.3523,-109.5127
"09-28-051-26W3",53.4336,-109.769
"11-24-048-21W3",53.1561,-108.945
"16-01-050-26W3",53.2907,-109.6653
"13-15-046-25W3",52.9712,-109.5571
"16-27-035-26W3",52.0398,-109.6247
"15-04-017-18W3",50.4102,-108.4193
"02-28-008-03W2",49.6701,-102.3536
"13-08-005-04W2",49.3754,-102.5195
"16-33-018-17W3",50.5703,-108.2762
"11-17-003-01W2",49.2117,-102.1102
"10-14-007-13W2",49.5609,-103.6634
"11-34-003-05W2",49.2554,-102.6035
"13-12-015-19W3",50.2499,-108.4995
"11-24-005-15W2",49.4007,-103.9038
"04-24-006-13W2",49.4809,-103.6402
"14-29-007-04W2",49.5936,-102.5172
"05-09-006-13W2",49.4554,-103.7075
"13-33-030-27W3",51.6183,-109.7511
"10-13-004-20W3",49.2999,-108.5703
"13-11-031-23W3",51.6467,-109.167
"09-15-031-23W3",51.6577,-109.1732
"08-34-009-18W3",49.7767,-108.3566
"10-28-004-06W2",49.3281,-102.7549
"13-33-043-22W3",52.7529,-109.1458
"15-36-033-25W3",51.8797,-109.4153
"12-30-006-12W2",49.5027,-103.6178
"05-05-006-15W2",49.441,-103.999
"16-10-031-23W3",51.6467,-109.1732
"03-19-001-04W2",49.0452,-102.5352
"09-06-004-33W1",49.2742,-101.9149
"13-34-004-06W2",49.3462,-102.7436
"06-03-004-20W3",49.2672,-108.6207
"11-29-005-05W2",49.4155,-102.6484
"13-28-035-26W3",52.0399,-109.6661
"08-06-036-27W3",52.0617,-109.8389
"07-33-030-27W3",51.6113,-109.7395
"05-07-032-27W3",51.7269,-109.8291
"08-32-031-23W3",51.6978,-109.2205
"05-13-031-23W3",51.6541,-109.1434
"05-30-031-23W3",51.6833,-109.2616
"16-30-031-23W3",51.6905,-109.2441
"02-03-004-31W1",49.2685,-101.5817
"11-28-004-18W2",49.3281,-104.3744
"06-19-006-13W2",49.4845,-103.7468
"07-12-007-20W3",49.5437,-108.5883
"12-09-015-17W3",50.2463,-108.2934
"08-24-031-23W3",51.6686,-109.1259
"02-22-048-22W3",53.1489,-109.1352
"04-16-003-31W1",49.2094,-101.6151
"06-02-036-28W3",52.0617,-109.8983
"06-25-048-28W3",53.1671,-109.9699
"08-35-045-23W3",52.9203,-109.2248
"12-34-044-24W3",52.8366,-109.412
"16-32-050-25W3",53.3639,-109.6165
"05-31-006-14W2",49.5136,-103.887
"04-02-005-06W2",49.3501,-102.7212
"01-20-049-25W3",53.2364,-109.6165
"15-20-004-04W2",49.3172,-102.5084
"08-10-001-16W2",49.02,-104.0573
"10-21-009-33W1",49.7614,-101.9037
"08-08-036-25W3",52.0761,-109.5294
"01-35-035-28W3",52.0435,-109.8865
"10-24-031-24W3",51.6723,-109.2735
"12-18-031-23W3",51.6578,-109.2616
"14-13-031-24W3",51.6614,-109.2794
"04-33-027-27W3",51.3456,-109.7513
"12-19-031-23W3",51.6723,-109.2616
"06-19-031-23W3",51.6686,-109.2558
"15-17-002-33W1",49.13,-101.8633
"01-16-002-33W1",49.1191,-101.8352
"09-34-003-05W2",49.2554,-102.5924
"12-13-006-01W2",49.4738,-102.0259
"06-29-006-15W2",49.4992,-103.9935
"09-32-015-17W3",50.3046,-108.2993
"07-12-005-34W1",49.3734,-101.9434
"06-35-001-32W1",49.0788,-101.6671
"01-18-011-06W2",49.9037,-102.8054
"07-29-035-26W3",52.0326,-109.6782
"14-13-031-23W3",51.6613,-109.1376
"02-32-007-05W2",49.5973,-102.647
"15-25-031-24W3",51.6905,-109.2735
"11-13-004-32W1",49.3053,-101.6778
"09-17-001-31W1",49.0382,-101.5893
"11-09-049-22W3",53.2143,-109.1655
"07-31-035-26W3",52.0471,-109.702
"15-06-035-28W3",51.9816,-109.9877
"15-01-039-28W3",52.3312,-109.897
"07-09-044-23W3",52.7748,-109.2791
"06-36-052-27W3",53.5317,-109.8548
"16-10-052-25W3",53.4809,-109.597
"06-12-052-25W3",53.4736,-109.56
"13-05-052-25W3",53.4664,-109.6644
"14-26-048-27W3",53.1744,-109.848
"11-07-046-25W3",52.9528,-109.6234
"13-22-042-25W3",52.6368,-109.5256
"11-20-051-27W3",53.4189,-109.9532
"14-12-051-26W3",53.3936,-109.7074
"06-36-034-29W3",51.9597,-109.9887
"10-14-002-34W1",49.1264,-101.9303
"07-19-062-26W3",54.3746,-109.8869
"03-28-050-25W3",53.3381,-109.6041
"02-33-050-25W3",53.3525,-109.5981
"06-11-053-25W3",53.5609,-109.5845
"04-23-030-25W3",51.5786,-109.423
"11-17-033-26W3",51.8325,-109.6575
"13-07-040-23W3",52.433,-109.3102
"11-18-048-21W3",53.1417,-109.068
"14-10-052-21W3",53.4805,-109.0189
"09-07-006-11W2",49.4591,-103.4668
"07-33-048-19W3",53.1816,-108.7197
"04-31-004-04W2",49.3354,-102.5419
"09-06-049-19W3",53.1998,-108.7624
"09-12-050-20W3",53.3016,-108.7866
"03-32-014-18W3",50.2098,-108.4306
"05-22-009-33W1",49.7581,-101.8922
"15-17-013-19W3",50.0898,-108.5616
"13-20-052-24W3",53.5099,-109.5168
"14-25-010-03W2",49.8557,-102.2916
"12-02-007-11W2",49.5316,-103.4037
"05-09-004-08W2",49.2808,-103.0349
"01-02-045-25W3",52.844,-109.515
"07-10-051-20W3",53.386,-108.8655
"03-14-007-20W3",49.5547,-108.6164
"02-11-049-24W3",53.2071,-109.4032
"01-21-004-06W2",49.3063,-102.7494
"04-04-016-31W1",50.3303,-101.7046
"12-13-039-25W3",52.3568,-109.4777
"07-35-004-12W2",49.339,-103.5169
"07-34-048-27W3",53.1816,-109.8664
"14-15-003-34W1",49.2178,-101.9937
"14-13-009-18W3",49.7403,-108.3227
"13-04-006-33W1",49.4552,-101.8869
"16-21-033-28W3",51.8505,-109.9061
"01-28-031-27W3",51.6797,-109.7641
"16-16-047-27W3",53.0579,-109.8848
"07-08-006-11W2",49.4554,-103.4499
"12-33-044-27W3",52.8366,-109.8714
"11-32-005-13W2",49.4299,-103.7244
"03-36-015-17W3",50.2973,-108.2193
"07-01-050-24W3",53.2834,-109.3788
"03-32-007-05W2",49.5974,-102.6526
"01-03-005-06W2",49.3501,-102.727
"06-30-006-10W2",49.4993,-103.3434
"05-19-002-33W1",49.1376,-101.8965
"13-20-006-14W2",49.4924,-103.8646
"12-22-048-24W3",53.1561,-109.4395
"04-01-049-24W3",53.1926,-109.3909
"14-07-006-13W2",49.4627,-103.7468
"14-20-046-27W3",52.9856,-109.8897
"15-34-048-27W3",53.1888,-109.8664
"14-14-031-23W3",51.6614,-109.1612
"09-26-048-27W3",53.1707,-109.836
"13-34-014-01W2",50.2202,-102.0715
"10-13-006-14W2",49.4737,-103.7637
"02-28-048-22W3",53.1635,-109.1596
"13-14-009-09W2",49.7392,-103.1325
"09-24-044-28W3",52.8074,-109.9261
"02-17-006-15W2",49.4665,-103.9879
"12-06-010-03W2",49.7938,-102.4099
"09-19-009-33W1",49.7605,-101.9437
"13-16-006-04W2",49.4774,-102.4971
"16-13-031-23W3",51.6613,-109.1259
"02-10-004-31W1",49.2832,-101.5817
"15-08-006-10W2",49.4627,-103.3154
"07-13-006-11W2",49.4701,-103.3602
"09-05-035-26W3",51.978,-109.6723
"05-35-035-28W3",52.0471,-109.9042
"14-22-045-27W3",52.8984,-109.8412
"08-14-044-27W3",52.7894,-109.8048
"15-20-048-23W3",53.1597,-109.3301
"09-09-052-23W3",53.4771,-109.3263
"05-17-048-27W3",53.138,-109.9271
"16-09-052-23W3",53.4807,-109.3263
"12-32-007-08W2",49.6046,-103.0648
"12-35-005-13W2",49.4299,-103.6627
"13-15-002-33W1",49.13,-101.8293
"07-01-003-34W1",49.1817,-101.943
"02-12-003-34W1",49.1928,-101.943
"04-28-031-23W3",51.6797,-109.2143
"02-24-031-23W3",51.665,-109.1317
"03-17-048-21W3",53.1345,-109.0436
"06-16-030-28W3",51.5677,-109.886
"10-17-007-19W3",49.5619,-108.5432
"16-27-008-03W2",49.6809,-102.3255
"13-28-014-01W2",50.2058,-102.0942
"16-32-015-18W3",50.3082,-108.4365
"01-36-046-28W3",53.0039,-109.9261
"11-14-031-24W3",51.6578,-109.303
"02-33-031-24W3",51.6942,-109.3445
"12-02-016-17W3",50.3192,-108.2474
"07-01-001-32W1",49.005,-101.6392
"08-06-005-04W2",49.3537,-102.5252
"13-06-004-33W1",49.2776,-101.9317
"16-12-005-01W2",49.3755,-102.0093
"11-01-007-01W2",49.5316,-102.0204
"14-09-031-25W3",51.6468,-109.492
"07-28-031-27W3",51.6834,-109.77
"08-20-036-26W3",52.1053,-109.6723
"04-09-031-22W3",51.6358,-109.0725
"08-20-036-28W3",52.1053,-109.958
"04-18-005-03W2",49.3792,-102.4073
"10-05-007-33W1",49.5399,-101.9261
"07-02-001-32W1",49.005,-101.6616
"08-31-014-24W3",50.2134,-109.2615
"09-30-032-24W3",51.7743,-109.3858
"08-04-006-11W2",49.441,-103.4219
"11-03-009-33W1",49.7176,-101.8865
"07-09-006-11W2",49.4555,-103.4275
"04-05-045-25W3",52.8439,-109.6052
"09-16-048-19W3",53.1417,-108.7136
"14-08-006-13W2",49.4626,-103.7244
"15-15-006-10W2",49.4774,-103.2705
"06-16-046-27W3",52.964,-109.8653
"09-25-010-19W3",49.8533,-108.447
"16-01-006-03W2",49.4483,-102.2785
"12-05-007-33W1",49.5396,-101.9372
"06-05-048-21W3",53.109,-109.0434
"14-18-011-04W2",49.9143,-102.5436
"10-18-048-20W3",53.1417,-108.9146
"13-18-033-24W3",51.8361,-109.4034
"14-23-006-11W2",49.4918,-103.3883
"05-07-007-12W2",49.5427,-103.6294
"07-30-050-20W3",53.3417,-108.9144
"13-01-015-19W3",50.2354,-108.4995
"16-36-032-24W3",51.7923,-109.2677
"03-23-002-14W2",49.1325,-103.779
"01-13-005-12W2",49.3791,-103.4891
"03-32-007-19W3",49.5983,-108.5487
"11-13-004-06W2",49.299,-102.6932
"08-29-006-06W2",49.4992,-102.7718
"10-27-005-33W1",49.4226,-101.8531
"08-06-035-26W3",51.9744,-109.6961
"08-36-039-27W3",52.3967,-109.7472
"16-24-006-11W2",49.4918,-103.3547
"09-36-039-27W3",52.4003,-109.7472
"14-06-004-33W1",49.2777,-101.926
"11-34-009-08W2",49.7792,-103.0141
"16-10-010-08W2",49.8117,-103.0027
"09-32-004-05W2",49.3427,-102.6373
"01-14-015-19W3",50.2537,-108.5055
"15-18-009-06W2",49.7391,-102.8052
"03-29-009-04W2",49.7574,-102.5172
"07-28-035-28W3",52.0326,-109.9401
"13-33-033-28W3",51.8796,-109.9236
"15-02-015-19W3",50.2355,-108.5112
"06-36-035-28W3",52.0471,-109.8744
"02-10-001-16W2",49.0164,-104.0627
"13-13-006-15W2",49.4773,-103.9094
"14-35-035-28W3",52.0543,-109.8983
"11-08-004-33W1",49.2891,-101.9035
"05-26-004-06W2",49.3246,-102.7212
"14-25-006-14W2",49.5064,-103.7693
"02-18-006-13W2",49.4665,-103.7413
"12-06-035-26W3",51.978,-109.7137
"07-02-036-27W3",52.0617,-109.7495
"13-36-006-10W2",49.5209,-103.2369
"15-15-004-06W2",49.3026,-102.7325
"16-35-004-04W2",49.3463,-102.4355
"06-23-014-29W3",50.1844,-109.8646
"07-22-014-29W3",50.1844,-109.8817
"08-33-007-14W2",49.6009,-103.8385
"07-02-011-05W2",49.878,-102.5835
"01-35-016-19W3",50.3847,-108.5054
"14-14-006-01W2",49.4775,-102.0428
"16-14-014-12W2",50.1766,-103.5334
"05-16-009-33W1",49.7428,-101.9149
"01-27-009-09W2",49.7574,-103.1384
"03-30-009-33W1",49.7678,-101.9549
"07-25-003-05W2",49.2373,-102.5531
"10-20-040-28W3",52.4577,-109.9928
"11-10-038-24W3",52.2544,-109.3509
"10-08-006-11W2",49.4591,-103.4499
"04-34-035-28W3",52.0435,-109.928
"08-16-014-25W3",50.17,-109.3525
"10-26-016-24W3",50.3775,-109.1986
"09-01-005-06W2",49.3573,-102.6821
"14-23-013-25W3",50.1042,-109.3182
"12-11-004-20W3",49.2853,-108.6038
"03-13-004-20W3",49.2927,-108.5759
"05-35-048-20W3",53.1816,-108.8291
"01-13-049-23W3",53.2217,-109.2266
"04-12-008-04W2",49.6263,-102.4325
"13-03-047-23W3",53.0288,-109.2933
"16-32-001-32W1",49.0859,-101.7235
"16-04-014-25W3",50.148,-109.3525
"13-02-013-25W3",50.0606,-109.3239
"13-27-013-25W3",50.1189,-109.3466
"07-12-009-06W2",49.7173,-102.6923
"15-25-006-01W2",49.5065,-102.0148
"07-27-004-06W2",49.3246,-102.7325
"15-09-049-22W3",53.2179,-109.1595
"11-20-004-05W2",49.3135,-102.6483
"12-25-050-25W3",53.3451,-109.537
"10-29-050-24W3",53.3451,-109.4764
"02-34-013-25W3",50.1225,-109.3354
"10-03-014-25W3",50.1444,-109.3353
"11-23-013-25W3",50.1006,-109.3182
"16-05-013-26W3",50.0607,-109.5118
"06-14-015-29W3",50.2573,-109.8919
"04-36-013-25W3",50.1225,-109.3011
"11-34-045-27W3",52.9239,-109.8412
"16-18-050-24W3",53.3196,-109.4947
"11-05-014-24W3",50.1444,-109.25
"10-35-013-25W3",50.1297,-109.3126
"07-06-014-24W3",50.1407,-109.2671
"16-31-003-33W1",49.2631,-101.9148
"13-20-009-04W2",49.7536,-102.5228
"05-05-005-06W2",49.3536,-102.7884
"07-24-003-02W2",49.2226,-102.1495
"04-20-007-31W1",49.5791,-101.6648
"09-34-005-33W1",49.4375,-101.8476
"13-31-014-27W3",50.2208,-109.688
"10-22-011-04W2",49.9252,-102.4697
"01-23-005-12W2",49.3936,-103.5116
"03-19-046-27W3",52.9747,-109.9139
"15-20-006-32W1",49.5008,-101.7631
"03-28-006-11W2",49.4956,-103.4331
"07-22-006-11W2",49.4846,-103.4052
"14-23-052-25W3",53.51,-109.5846
"06-35-014-30W3",50.2135,-110.0007
"16-09-013-11W2",50.0745,-103.4424
"03-17-036-25W3",52.0871,-109.5412
"01-36-009-34W1",49.7822,-101.9665
"08-11-031-23W3",51.6395,-109.1495
"07-11-006-12W2",49.4554,-103.5171
"05-31-016-17W3",50.3883,-108.3391
"08-25-013-19W3",50.1116,-108.4649
"08-35-014-17W3",50.2136,-108.2147
"06-08-006-11W2",49.4554,-103.4554
"13-26-035-28W3",52.0399,-109.9042
"06-35-018-17W3",50.563,-108.2417
"13-33-050-22W3",53.3636,-109.1717
"14-06-038-24W3",52.2435,-109.4222
"09-12-014-17W3",50.1588,-108.1919
"13-07-003-01W2",49.2007,-102.1381
"03-09-006-33W1",49.4592,-101.8814
"09-03-017-18W3",50.4065,-108.3908
"12-02-017-18W3",50.4065,-108.3849
"16-14-009-08W2",49.7392,-102.9803
"09-29-011-18W3",49.9406,-108.4195
"15-30-031-27W3",51.6906,-109.8174
"15-04-036-25W3",52.0688,-109.5114
"05-18-036-25W3",52.0907,-109.5709
"10-36-006-34W1",49.5245,-101.9434
"15-34-006-11W2",49.5208,-103.4052
"10-33-005-12W2",49.4299,-103.562
"14-11-006-11W2",49.4627,-103.3882
"01-23-008-06W2",49.6555,-102.7093
"15-22-048-19W3",53.1598,-108.6953
"14-10-017-16W3",50.4246,-108.1273
"08-27-016-16W3",50.3738,-108.116
"07-03-051-22W3",53.3715,-109.1605
"08-24-046-28W3",52.9784,-109.9261
"15-16-002-33W1",49.13,-101.8407
"02-10-051-25W3",53.3827,-109.6033
"12-22-044-28W3",52.8069,-109.9923
"13-36-001-34W1",49.0858,-101.9189
"12-26-048-24W3",53.1707,-109.4152
"12-33-046-27W3",53.0111,-109.8714
"08-07-038-24W3",52.2508,-109.4105
"05-05-012-19W3",49.966,-108.5728
"05-28-012-19W3",50.0242,-108.5501
"08-24-009-18W3",49.7475,-108.3115
"07-22-007-09W2",49.5732,-103.1439
"07-34-011-19W3",49.9514,-108.5161
"11-02-016-17W3",50.3192,-108.2418
"05-22-002-34W1",49.1375,-101.9638
"12-26-004-05W2",49.3282,-102.5867
"14-24-052-25W3",53.51,-109.56
"15-14-035-27W3",52.0107,-109.7495
"03-36-001-01W2",49.0747,-102.0203
"14-30-032-26W3",51.7779,-109.6812
"05-22-015-19W3",50.2719,-108.5454
"04-11-017-18W3",50.4138,-108.3849
"14-04-019-19W3",50.585,-108.5815
"12-14-031-21W3",51.6577,-108.8834
"11-15-036-28W3",52.0945,-109.9221
"03-32-034-26W3",51.9563,-109.6575
"14-19-005-32W1",49.4122,-101.791
"15-25-003-03W2",49.2445,-102.2841
"02-17-006-11W2",49.4665,-103.4499
"12-16-006-07W2",49.4736,-102.9005
"13-11-003-02W2",49.2007,-102.183
"09-10-009-33W1",49.7326,-101.8754
"07-30-047-25W3",53.0799,-109.6469
"07-01-049-23W3",53.1962,-109.2326
"04-33-052-23W3",53.5281,-109.3445
"05-07-047-27W3",53.0359,-109.9515
"04-02-056-23W3",53.8043,-109.3239
"16-05-035-27W3",51.9816,-109.8151
"08-35-035-28W3",52.0471,-109.8865
"07-19-031-23W3",51.6686,-109.2499
"10-06-012-17W3",49.9696,-108.3114
"10-31-014-17W3",50.2171,-108.3113
"14-07-005-03W2",49.3754,-102.4017
"09-07-050-25W3",53.3015,-109.6409
"15-33-002-26W3",49.1724,-109.4205
"06-07-007-09W2",49.5427,-103.2173
"03-27-030-26W3",51.5932,-109.5813
"10-28-013-25W3",50.1152,-109.3581
"03-16-048-21W3",53.1345,-109.0188
"15-01-051-25W3",53.3791,-109.5541
"06-01-014-26W3",50.1408,-109.4319
"12-28-059-27W3",54.1314,-109.9989
"14-11-028-23W3",51.3856,-109.1359
"09-22-007-09W2",49.5775,-103.1383
"15-07-002-33W1",49.1153,-101.8856
"15-09-006-05W2",49.4627,-102.6206
"08-23-010-01W2",49.8338,-102.0318
"08-35-010-08W2",49.8625,-102.9803
"09-04-007-06W2",49.5316,-102.7543
"16-03-027-20W3",51.2836,-108.7258
"12-36-005-14W2",49.4299,-103.7748
"16-29-006-13W2",49.5064,-103.7133
"07-07-007-11W2",49.5426,-103.4828
"03-15-012-06W2",49.9908,-102.7483
"05-23-052-25W3",53.5028,-109.5907
"09-09-006-11W2",49.4591,-103.4219
"11-13-049-27W3",53.2289,-109.8236
"15-22-004-33W1",49.323,-101.8529
"13-07-005-05W2",49.3754,-102.6763
"10-09-004-06W2",49.2844,-102.7549
"08-29-018-17W3",50.5485,-108.299
"13-08-052-26W3",53.4808,-109.8119
"06-13-048-28W3",53.1381,-109.9699
"07-07-009-09W2",49.7173,-103.2116
"09-08-035-26W3",51.9925,-109.6723
